age,attrition,business_travel,department,distance_from_home,education,education_field,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating
35,No,Travel_Frequently,Research & Development,1,3,Other,Male,2,Research Director,Single,22750.0,5.0,13,0,10.0,2,6,1,2,2.0,2.0,3.0,4,3
42,No,Non-Travel,Research & Development,1,1,Technical Degree,Male,2,Sales Executive,Divorced,78790.0,2.0,11,1,11.0,2,5,0,2,3.0,3.0,3.0,3,3
38,No,Travel_Rarely,Sales,8,2,Marketing,Male,5,Research Scientist,Married,49300.0,9.0,14,0,14.0,0,1,0,0,4.0,3.0,3.0,3,3
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,Female,1,Manufacturing Director,Married,78470.0,3.0,14,1,9.0,3,7,1,7,4.0,4.0,1.0,4,3
27,No,Travel_Frequently,Research & Development,13,4,Medical,Male,1,Manager,Married,44010.0,5.0,13,0,6.0,4,2,2,0,3.0,1.0,3.0,2,3
49,No,Non-Travel,Research & Development,23,1,Other,Female,2,Sales Executive,Divorced,92410.0,1.0,19,1,7.0,5,7,1,7,4.0,4.0,3.0,3,3
34,No,Travel_Frequently,Research & Development,7,2,Medical,Male,4,Sales Representative,Divorced,29740.0,1.0,23,0,5.0,2,5,2,0,4.0,3.0,4.0,3,4
40,No,Travel_Rarely,Research & Development,23,3,Medical,Female,1,Laboratory Technician,Married,45020.0,8.0,12,2,15.0,0,7,3,7,3.0,4.0,4.0,2,3
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,Female,3,Research Scientist,Married,107480.0,7.0,15,0,17.0,3,1,0,0,2.0,1.0,3.0,3,3
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Married,15550.0,1.0,19,2,10.0,2,10,1,9,2.0,4.0,2.0,3,3
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Healthcare Representative,Divorced,129360.0,1.0,11,2,4.0,3,4,2,2,4.0,2.0,2.0,3,3
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Single,23050.0,1.0,17,0,8.0,3,8,1,7,2.0,4.0,3.0,3,3
40,No,Non-Travel,Research & Development,28,2,Life Sciences,Male,1,Manufacturing Director,Married,165835.0,9.0,22,0,5.0,2,3,0,2,4.0,4.0,1.0,4,4
46,No,Travel_Rarely,Research & Development,25,1,Medical,Male,5,Research Scientist,Divorced,34330.0,7.0,18,0,17.0,3,4,0,3,4.0,1.0,3.0,3,3
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,34770.0,1.0,11,0,14.0,2,14,9,8,4.0,4.0,2.0,4,3
30,No,Non-Travel,Research & Development,17,4,Life Sciences,Male,2,Healthcare Representative,Single,64300.0,1.0,12,1,12.0,2,11,5,8,3.0,3.0,3.0,2,3
27,No,Travel_Frequently,Research & Development,18,2,Medical,Female,1,Laboratory Technician,Single,65160.0,1.0,19,1,7.0,4,7,0,7,4.0,3.0,3.0,3,3
51,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Manufacturing Director,Married,39070.0,5.0,13,0,16.0,2,10,4,7,2.0,2.0,1.0,3,3
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,55620.0,5.0,13,0,8.0,3,5,0,4,4.0,1.0,3.0,2,3
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Human Resources,Single,68830.0,3.0,19,2,16.0,3,1,0,0,4.0,4.0,3.0,2,3
30,Yes,Travel_Frequently,Sales,3,2,Medical,Male,2,Healthcare Representative,Single,28620.0,5.0,14,0,9.0,2,6,0,1,3.0,1.0,3.0,2,3
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,49780.0,0.0,13,0,7.0,3,6,1,5,3.0,3.0,2.0,2,3
45,No,Non-Travel,Research & Development,2,3,Medical,Female,2,Research Scientist,Single,103680.0,6.0,12,2,23.0,2,19,12,8,4.0,4.0,3.0,3,3
54,No,Travel_Rarely,Sales,8,2,Marketing,Female,2,Laboratory Technician,Married,61340.0,2.0,19,0,16.0,2,6,0,5,4.0,1.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,1,Healthcare Representative,Single,67350.0,8.0,25,2,16.0,3,13,3,7,4.0,2.0,4.0,2,4
33,No,Travel_Rarely,Sales,9,1,Other,Female,3,Sales Executive,Married,32950.0,6.0,22,2,7.0,2,3,1,1,3.0,2.0,3.0,3,4
37,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Laboratory Technician,Divorced,52380.0,1.0,15,1,10.0,5,10,0,7,2.0,4.0,3.0,3,3
38,No,Travel_Rarely,Research & Development,1,2,Medical,Male,4,Laboratory Technician,Divorced,64720.0,0.0,12,0,17.0,4,16,5,13,1.0,3.0,2.0,3,3
31,No,Non-Travel,Sales,4,1,Medical,Female,3,Research Scientist,Married,96100.0,0.0,11,1,6.0,2,5,1,4,3.0,3.0,3.0,2,3
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,Manager,Married,165835.0,3.0,13,0,7.0,2,1,0,0,3.0,4.0,3.0,3,3
37,No,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory Technician,Divorced,97560.0,4.0,19,0,13.0,2,9,5,8,1.0,4.0,3.0,3,3
29,No,Travel_Frequently,Sales,15,4,Medical,Female,1,Sales Executive,Married,49680.0,1.0,19,3,11.0,4,11,4,1,2.0,4.0,3.0,3,3
35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,Female,1,Sales Executive,Single,21450.0,1.0,13,0,10.0,6,10,0,8,3.0,3.0,4.0,2,3
29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,1,Research Scientist,Single,21800.0,1.0,21,0,4.0,2,4,0,1,3.0,4.0,2.0,3,4
52,No,Travel_Rarely,Research & Development,1,2,Medical,Female,4,Manager,Single,83460.0,7.0,14,0,6.0,5,2,2,2,3.0,4.0,2.0,3,3
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,2,Sales Executive,Married,34450.0,1.0,11,2,22.0,2,22,11,15,3.0,4.0,3.0,3,3
59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,Male,1,Healthcare Representative,Married,27600.0,8.0,11,0,7.0,3,2,2,2,2.0,3.0,2.0,4,3
50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,2,Sales Executive,Divorced,62940.0,3.0,23,1,28.5,2,7,0,6,4.0,4.0,2.0,4,4
33,Yes,Travel_Rarely,Sales,11,4,Marketing,Male,1,Research Scientist,Married,71400.0,5.0,21,0,8.0,2,5,0,4,3.0,4.0,1.0,2,4
43,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Married,29320.0,5.0,24,0,22.0,3,17,1,9,4.0,4.0,3.0,3,4
33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Manager,Married,51470.0,7.0,11,0,13.0,2,9,1,7,1.0,1.0,4.0,3,3
52,No,Non-Travel,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,45070.0,1.0,14,0,28.5,3,33,15,12,1.0,3.0,4.0,2,3
32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,Female,3,Manufacturing Director,Married,85640.0,2.0,16,1,6.0,2,4,1,2,3.0,2.0,3.0,2,3
32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,Male,3,Healthcare Representative,Single,24680.0,0.0,11,0,4.0,2,3,1,2,4.0,3.0,1.0,3,3
39,No,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Research Director,Divorced,81610.0,7.0,12,1,7.0,2,3,1,2,3.0,3.0,3.0,4,3
32,No,Non-Travel,Sales,2,4,Marketing,Male,4,Research Scientist,Married,21090.0,0.0,13,1,4.0,3,3,2,2,3.0,4.0,3.0,2,3
41,No,Travel_Rarely,Sales,29,3,Life Sciences,Female,2,Laboratory Technician,Divorced,52940.0,2.0,15,0,17.0,3,1,0,0,3.0,1.0,2.0,2,3
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Manufacturing Director,Divorced,27180.0,1.0,14,1,9.0,4,9,4,7,3.0,4.0,3.0,2,3
45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,Female,2,Sales Representative,Married,58110.0,0.0,14,0,25.0,4,24,1,7,3.0,4.0,3.0,2,3
31,No,Travel_Frequently,Research & Development,7,4,Medical,Male,1,Research Scientist,Divorced,24370.0,9.0,14,1,9.0,3,2,2,2,2.0,3.0,3.0,4,3
33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Married,27660.0,1.0,12,1,2.0,2,2,0,2,3.0,4.0,2.0,3,3
34,No,Travel_Rarely,Research & Development,26,3,Other,Female,1,Sales Executive,Married,165835.0,6.0,13,0,13.0,3,11,5,9,4.0,1.0,3.0,2,3
37,No,Travel_Rarely,Research & Development,22,5,Medical,Female,2,Manufacturing Director,Married,30550.0,2.0,14,3,17.0,3,3,0,2,3.0,1.0,2.0,3,3
45,No,Travel_Frequently,Sales,21,1,Marketing,Male,3,Research Scientist,Married,22890.0,4.0,13,0,9.0,3,3,0,2,1.0,3.0,3.0,2,3
37,Yes,Travel_Frequently,Sales,2,3,Marketing,Male,1,Laboratory Technician,Divorced,40010.0,6.0,11,1,17.0,2,1,0,0,1.0,3.0,3.0,3,3
39,No,Travel_Frequently,Research & Development,22,3,Medical,Female,1,Manufacturing Director,Single,129650.0,0.0,19,1,20.0,2,19,11,8,3.0,3.0,3.0,3,3
29,No,Travel_Rarely,Sales,4,3,Other,Female,2,Human Resources,Single,35390.0,1.0,18,0,6.0,2,6,1,5,3.0,4.0,3.0,2,3
42,No,Travel_Rarely,Research & Development,5,4,Medical,Female,1,Research Scientist,Single,60290.0,3.0,17,1,10.0,5,3,0,2,4.0,1.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,26790.0,2.0,15,0,10.0,2,3,0,2,4.0,4.0,3.0,2,3
25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Male,2,Sales Executive,Married,37020.0,0.0,20,0,5.0,4,4,1,2,1.0,3.0,3.0,3,4
42,No,Travel_Rarely,Sales,18,2,Medical,Male,1,Laboratory Technician,Divorced,23980.0,0.0,14,1,10.0,2,9,7,8,4.0,1.0,3.0,2,3
40,No,Travel_Rarely,Research & Development,28,3,Medical,Male,2,Laboratory Technician,Divorced,54680.0,0.0,12,0,22.0,6,21,3,9,1.0,3.0,3.0,4,3
51,No,Travel_Rarely,Sales,6,2,Life Sciences,Female,1,Healthcare Representative,Married,131160.0,1.0,11,0,1.0,6,1,0,0,3.0,4.0,2.0,3,3
31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Research Scientist,Single,41890.0,0.0,23,1,6.0,3,5,1,4,3.0,2.0,4.0,2,4
32,No,Travel_Frequently,Research & Development,17,4,Other,Male,4,Sales Executive,Married,165835.0,1.0,15,3,5.0,2,5,0,3,2.0,2.0,1.0,3,3
38,No,Non-Travel,Research & Development,2,5,Life Sciences,Male,3,Human Resources,Married,83210.0,3.0,11,3,13.0,5,8,7,5,4.0,4.0,3.0,2,3
32,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,23420.0,4.0,12,2,9.0,2,6,0,4,4.0,1.0,3.0,3,3
46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,4,Research Director,Married,40710.0,3.0,13,0,28.0,5,7,7,7,3.0,2.0,2.0,3,3
28,Yes,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Sales Executive,Single,58130.0,2.0,20,1,5.0,2,0,0,0,1.0,3.0,1.0,3,4
29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Sales Executive,Married,31430.0,2.0,22,3,10.0,2,0,0,0,1.0,2.0,3.0,3,4
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Laboratory Technician,Married,20440.0,0.0,21,0,10.0,2,9,7,8,2.0,4.0,3.0,3,4
25,No,Non-Travel,Research & Development,7,4,Medical,Female,4,Laboratory Technician,Divorced,134640.0,1.0,13,1,6.0,2,6,1,5,2.0,1.0,3.0,3,3
45,No,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Married,79910.0,0.0,13,2,21.0,2,20,4,10,3.0,4.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,Male,1,Laboratory Technician,Married,33770.0,0.0,12,2,16.0,2,15,10,11,4.0,4.0,3.0,3,3
55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Female,1,Sales Executive,Single,55380.0,0.0,17,0,28.5,2,36,4,13,4.0,1.0,3.0,3,3
47,Yes,Non-Travel,Research & Development,1,1,Medical,Male,1,Research Scientist,Married,57620.0,1.0,11,2,10.0,4,10,9,9,1.0,2.0,2.0,2,3
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,25920.0,1.0,14,0,5.0,2,5,0,4,4.0,4.0,2.0,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,53460.0,4.0,11,0,7.0,2,5,0,1,3.0,4.0,4.0,3,3
21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Laboratory Technician,Single,42130.0,1.0,12,3,3.0,3,3,1,0,4.0,3.0,4.0,2,3
37,No,Non-Travel,Research & Development,1,3,Medical,Male,2,Sales Executive,Divorced,41270.0,2.0,13,1,15.0,2,5,0,2,1.0,4.0,3.0,3,3
35,No,Travel_Rarely,Sales,7,4,Life Sciences,Male,1,Sales Representative,Divorced,24380.0,7.0,16,0,10.0,5,7,6,2,2.0,2.0,2.0,2,3
38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Manager,Divorced,68700.0,1.0,11,1,8.0,5,8,7,7,1.0,1.0,3.0,3,3
26,No,Travel_Frequently,Research & Development,1,4,Other,Male,2,Laboratory Technician,Divorced,104470.0,1.0,18,0,6.0,3,6,1,4,3.0,2.0,1.0,3,3
50,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Research Scientist,Divorced,96670.0,3.0,23,0,28.0,2,10,1,6,1.0,2.0,2.0,2,4
53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Research Scientist,Married,21480.0,3.0,11,0,21.0,2,5,1,3,3.0,3.0,2.0,3,3
42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Manufacturing Director,Married,89260.0,1.0,14,0,20.0,4,20,11,6,2.0,3.0,3.0,1,3
29,No,Travel_Frequently,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Single,65130.0,1.0,11,1,10.0,2,10,0,9,2.0,4.0,2.0,3,3
55,No,Travel_Rarely,Research & Development,1,4,Other,Female,1,Research Scientist,Married,67990.0,3.0,11,0,12.0,2,10,0,8,2.0,4.0,3.0,3,3
26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,1,Manager,Married,162910.0,1.0,22,0,5.0,3,5,3,3,1.0,1.0,3.0,3,4
37,No,Travel_Rarely,Sales,5,1,Marketing,Male,1,Research Scientist,Single,27050.0,1.0,11,0,17.0,2,17,5,7,4.0,4.0,3.0,3,3
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,2,Research Scientist,Divorced,103330.0,3.0,14,1,19.0,2,1,0,0,4.0,3.0,1.0,2,3
38,No,Travel_Rarely,Sales,2,3,Marketing,Female,1,Manager,Divorced,44480.0,9.0,12,0,10.0,3,2,1,2,4.0,4.0,3.0,2,3
26,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,3,Research Scientist,Divorced,68540.0,2.0,11,0,5.0,5,3,0,2,1.0,2.0,3.0,2,3
28,No,Travel_Rarely,Research & Development,7,3,Other,Male,1,Human Resources,Single,96370.0,1.0,13,0,5.0,6,5,0,2,4.0,4.0,3.0,2,3
49,No,Travel_Frequently,Research & Development,1,1,Medical,Female,2,Research Scientist,Single,35910.0,9.0,13,0,22.0,2,3,1,2,3.0,1.0,3.0,3,3
36,No,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,Sales Executive,Single,54050.0,4.0,14,0,10.0,2,8,7,7,3.0,2.0,3.0,3,3
31,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Sales Executive,Divorced,46840.0,1.0,16,1,2.0,4,2,2,2,4.0,2.0,2.0,3,3
26,Yes,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Manager,Single,157870.0,1.0,12,2,8.0,5,8,7,4,4.0,4.0,3.0,3,3
37,No,Travel_Frequently,Sales,9,1,Marketing,Male,1,Laboratory Technician,Married,15140.0,1.0,14,0,4.0,3,4,1,2,2.0,4.0,2.0,3,3
42,No,Travel_Frequently,Sales,2,2,Marketing,Male,3,Research Director,Married,29560.0,5.0,13,0,23.0,2,20,4,8,3.0,2.0,4.0,3,3
18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Sales Executive,Single,23350.0,1.0,14,2,0.0,3,0,0,0,3.0,3.0,3.0,2,3
35,No,Travel_Rarely,Sales,20,2,Life Sciences,Male,1,Laboratory Technician,Married,51540.0,0.0,19,0,12.0,2,11,6,9,3.0,2.0,2.0,2,3
36,No,Travel_Frequently,Research & Development,8,3,Other,Female,3,Sales Executive,Married,69620.0,4.0,12,2,4.0,2,1,0,0,3.0,4.0,3.0,2,3
51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Divorced,56750.0,5.0,13,0,13.0,2,4,1,2,4.0,2.0,3.0,2,3
41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,1,Laboratory Technician,Single,23790.0,1.0,12,0,22.0,6,22,0,4,4.0,2.0,3.0,3,3
18,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Research Scientist,Single,38120.0,1.0,15,0,0.0,3,0,0,0,4.0,3.0,3.0,3,3
28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Sales Representative,Single,46480.0,0.0,23,2,9.0,2,8,0,7,2.0,1.0,3.0,2,4
31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Male,1,Manufacturing Director,Married,29360.0,4.0,12,1,10.0,2,8,7,7,2.0,4.0,2.0,3,3
39,No,Travel_Rarely,Sales,5,4,Marketing,Female,2,Human Resources,Divorced,21050.0,0.0,20,0,19.0,3,18,3,7,3.0,4.0,2.0,3,4
36,No,Non-Travel,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,85780.0,7.0,21,0,11.0,4,9,0,8,2.0,2.0,3.0,3,4
32,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Laboratory Technician,Married,27060.0,1.0,21,1,13.0,4,13,4,8,4.0,3.0,2.0,3,4
38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Research Scientist,Married,63840.0,3.0,19,2,19.0,4,10,0,1,1.0,2.0,3.0,2,3
58,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Divorced,39680.0,2.0,13,2,12.0,3,5,1,2,4.0,3.0,3.0,2,3
31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,Female,3,Research Scientist,Married,99070.0,0.0,13,1,6.0,3,5,0,3,3.0,4.0,3.0,2,3
31,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Married,132250.0,3.0,21,1,9.0,2,2,1,0,1.0,1.0,3.0,3,4
45,No,Travel_Frequently,Research & Development,3,1,Medical,Female,1,Sales Executive,Divorced,35400.0,1.0,13,0,24.0,6,24,9,11,1.0,1.0,3.0,3,3
31,No,Travel_Rarely,Sales,16,4,Marketing,Female,2,Research Scientist,Divorced,28040.0,0.0,19,2,3.0,0,2,2,2,3.0,4.0,1.0,3,3
33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,4,Research Director,Married,165835.0,6.0,12,1,12.0,3,10,8,8,4.0,2.0,3.0,3,3
39,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,1,Sales Executive,Married,165835.0,1.0,22,1,21.0,6,21,11,10,3.0,1.0,3.0,3,4
43,No,Travel_Frequently,Research & Development,7,4,Medical,Male,4,Research Scientist,Single,24390.0,0.0,15,0,9.0,2,8,1,7,3.0,4.0,3.0,3,3
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Manufacturing Director,Single,73140.0,7.0,22,0,25.0,2,7,0,7,3.0,3.0,3.0,3,4
52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,Female,2,Research Scientist,Married,47740.0,2.0,18,1,11.0,2,8,7,7,3.0,2.0,2.0,3,3
27,No,Travel_Rarely,Research & Development,15,4,Medical,Male,3,Research Scientist,Single,39020.0,1.0,22,0,4.0,2,4,1,2,3.0,2.0,2.0,3,4
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Research Scientist,Married,26620.0,1.0,11,1,13.0,6,13,11,9,3.0,2.0,3.0,4,3
27,No,Travel_Rarely,Research & Development,13,2,Medical,Female,4,Research Director,Single,28560.0,1.0,12,2,5.0,5,5,0,4,4.0,3.0,3.0,4,3
31,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,2,Healthcare Representative,Divorced,10810.0,4.0,11,3,13.0,4,7,1,7,4.0,4.0,3.0,4,3
32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Healthcare Representative,Single,24720.0,7.0,13,0,10.0,2,7,0,7,1.0,4.0,2.0,3,3
28,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,1,Sales Executive,Married,56730.0,5.0,14,1,5.0,4,3,2,2,1.0,4.0,2.0,2,3
30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,Female,4,Research Director,Married,41970.0,1.0,13,0,11.0,3,10,1,9,4.0,4.0,3.0,3,3
31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Manager,Married,97130.0,1.0,17,0,10.0,5,10,8,9,3.0,3.0,3.0,2,3
39,No,Travel_Frequently,Research & Development,19,4,Medical,Female,1,Research Scientist,Married,20620.0,1.0,13,0,21.0,4,21,13,3,3.0,4.0,3.0,3,3
39,Yes,Travel_Rarely,Research & Development,1,1,Medical,Female,1,Laboratory Technician,Married,42840.0,4.0,17,1,12.0,0,1,0,0,4.0,3.0,2.0,3,3
33,No,Travel_Frequently,Sales,4,2,Life Sciences,Male,4,Research Scientist,Single,47880.0,3.0,11,1,9.0,0,7,0,1,2.0,4.0,2.0,3,3
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Healthcare Representative,Married,59060.0,4.0,23,0,21.0,4,3,1,1,4.0,3.0,3.0,4,4
43,No,Travel_Frequently,Research & Development,14,3,Medical,Female,5,Research Director,Divorced,38860.0,1.0,17,2,9.0,2,9,0,0,3.0,3.0,4.0,3,3
27,No,Non-Travel,Research & Development,2,3,Life Sciences,Male,1,Research Director,Married,165835.0,0.0,17,0,6.0,3,5,1,4,3.0,2.0,3.0,3,3
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Single,29330.0,3.0,12,2,20.0,2,4,0,3,4.0,3.0,2.0,3,3
43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,2,Manager,Married,65000.0,8.0,23,0,10.0,3,1,0,0,3.0,1.0,2.0,3,4
45,No,Travel_Rarely,Sales,3,1,Marketing,Female,1,Sales Executive,Married,165835.0,9.0,14,1,12.0,6,10,9,8,4.0,4.0,3.0,3,3
40,No,Travel_Rarely,Research & Development,2,4,Other,Male,4,Research Scientist,Married,50330.0,2.0,14,2,6.0,6,4,0,2,2.0,4.0,2.0,3,3
29,Yes,Travel_Rarely,Research & Development,29,3,Medical,Female,1,Research Scientist,Married,23070.0,1.0,13,1,7.0,0,7,0,7,2.0,1.0,2.0,3,3
29,No,Travel_Rarely,Human Resources,8,3,Medical,Male,3,Sales Representative,Single,25870.0,0.0,22,2,4.0,3,3,2,2,2.0,4.0,3.0,3,4
30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,Research Scientist,Divorced,55070.0,1.0,12,2,10.0,2,10,1,2,4.0,3.0,3.0,2,3
27,No,Travel_Rarely,Research & Development,11,2,Medical,Male,1,Manager,Married,43930.0,1.0,18,1,8.0,2,8,0,7,2.0,2.0,3.0,2,3
37,No,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,133480.0,7.0,14,0,8.0,4,6,0,4,4.0,4.0,2.0,3,3
38,No,Travel_Rarely,Research & Development,28,4,Medical,Male,1,Laboratory Technician,Divorced,65830.0,0.0,12,0,12.0,1,11,2,9,3.0,4.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,6,3,Medical,Female,3,Manager,Single,81030.0,1.0,15,1,11.0,5,11,4,10,3.0,4.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,3,Sales Executive,Divorced,39780.0,1.0,11,0,7.0,0,7,1,7,4.0,2.0,3.0,3,3
35,No,Travel_Rarely,Sales,16,2,Technical Degree,Male,3,Manager,Single,25440.0,0.0,13,1,17.0,3,16,0,13,3.0,2.0,3.0,4,3
23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,1,Manufacturing Director,Divorced,53990.0,1.0,23,0,4.0,2,4,0,2,3.0,4.0,2.0,2,4
41,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,54870.0,6.0,19,2,8.0,0,5,1,2,4.0,2.0,3.0,3,3
47,No,Travel_Frequently,Sales,1,3,Medical,Female,2,Laboratory Technician,Single,68340.0,3.0,16,1,5.0,2,0,0,0,2.0,3.0,3.0,4,3
42,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,1,Manager,Single,10910.0,2.0,22,0,16.0,0,1,0,0,1.0,4.0,3.0,1,4
29,No,Non-Travel,Sales,22,4,Marketing,Male,2,Human Resources,Married,57360.0,1.0,22,0,4.0,1,4,0,2,4.0,3.0,2.0,2,4
42,No,Travel_Rarely,Sales,7,4,Medical,Male,3,Research Scientist,Divorced,22260.0,0.0,12,1,4.0,3,3,1,0,3.0,3.0,3.0,2,3
32,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,57470.0,1.0,13,0,8.0,0,8,0,7,3.0,2.0,3.0,3,3
48,No,Travel_Rarely,Sales,13,4,Medical,Male,4,Sales Executive,Married,98540.0,3.0,16,1,15.0,2,0,0,0,1.0,3.0,1.0,2,3
37,No,Travel_Rarely,Research & Development,8,5,Technical Degree,Male,2,Manufacturing Director,Divorced,54670.0,4.0,12,0,13.0,2,7,6,7,3.0,1.0,3.0,3,3
30,No,Non-Travel,Sales,25,4,Other,Male,1,Healthcare Representative,Married,53800.0,7.0,21,1,4.0,0,2,2,2,4.0,3.0,4.0,3,4
26,No,Travel_Rarely,Sales,28,3,Medical,Female,5,Laboratory Technician,Married,51510.0,1.0,15,3,8.0,3,8,7,7,3.0,3.0,3.0,3,3
42,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Laboratory Technician,Single,21330.0,3.0,13,2,14.0,2,1,0,0,1.0,4.0,3.0,3,3
21,Yes,Travel_Frequently,Research & Development,9,3,Medical,Female,4,Manufacturing Director,Single,165835.0,1.0,12,0,3.0,5,3,1,2,1.0,2.0,3.0,2,3
36,No,Non-Travel,Human Resources,28,3,Human Resources,Male,2,Laboratory Technician,Single,24320.0,4.0,22,0,7.0,4,1,0,0,4.0,4.0,3.0,1,4
